category,country,pct,sum,year,group
recipient,Netherlands,,0.0,1973,1973-1977
recipient,Romania,,0.0,1973,1973-1977
recipient,Sweden,,0.0,1973,1973-1977
recipient,Estonia,,0.0,1973,1973-1977
recipient,Spain,,0.0,1973,1973-1977
recipient,Hungary,,0.0,1973,1973-1977
recipient,Canada,,0.0,1973,1973-1977
recipient,Austria,,0.0,1973,1973-1977
recipient,Norway,,0.0,1973,1973-1977
recipient,Germany,,0.0,1973,1973-1977
recipient,Qatar,,0.0,1973,1973-1977
recipient,Iceland,,0.0,1973,1973-1977
recipient,Slovak Republic,,0.0,1973,1973-1977
recipient,Italy,,0.0,1973,1973-1977
recipient,All,,4815471897.0,1973,1973-1977
recipient,Brazil,4.505235971463152,306601048.0,1974,1973-1977
recipient,Chile,3.7865192650578723,257689227.0,1974,1973-1977
recipient,Colombia,2.9909288603395376,203545814.0,1974,1973-1977
recipient,Cyprus,0.2414580606518949,16432279.0,1974,1973-1977
recipient,India,54.33518299723996,3697747278.0,1974,1973-1977
recipient,Korea,21.389350895225828,1455639048.0,1974,1973-1977
recipient,Taiwan,0.0016905303860699544,115048.0,1974,1973-1977
recipient,Thailand,12.749633419635687,867668418.0,1974,1973-1977
recipient,Czech Republic,,0.0,1974,1973-1977
recipient,Lithuania,,0.0,1974,1973-1977
recipient,Poland,,0.0,1974,1973-1977
recipient,Denmark,,0.0,1974,1973-1977
recipient,New Zealand,,0.0,1974,1973-1977
recipient,United States,,0.0,1974,1973-1977
recipient,Monaco,,0.0,1974,1973-1977
recipient,Kuwait,,0.0,1974,1973-1977
recipient,Japan,,0.0,1974,1973-1977
recipient,Australia,,0.0,1974,1973-1977
recipient,Saudi Arabia,,0.0,1974,1973-1977
recipient,Portugal,,0.0,1974,1973-1977
recipient,South Africa,,0.0,1974,1973-1977
recipient,Greece,,0.0,1974,1973-1977
recipient,Switzerland,,0.0,1974,1973-1977
recipient,Latvia,,0.0,1974,1973-1977
recipient,Belgium,,0.0,1974,1973-1977
recipient,United Kingdom,,0.0,1974,1973-1977
recipient,Ireland,,0.0,1974,1973-1977
recipient,Luxembourg,,0.0,1974,1973-1977
recipient,Slovenia,,0.0,1974,1973-1977
recipient,France,,0.0,1974,1973-1977
recipient,Liechtenstein,,0.0,1974,1973-1977
recipient,Finland,,0.0,1974,1973-1977
recipient,Netherlands,,0.0,1974,1973-1977
recipient,Romania,,0.0,1974,1973-1977
recipient,Sweden,,0.0,1974,1973-1977
recipient,Estonia,,0.0,1974,1973-1977
recipient,Spain,,0.0,1974,1973-1977
recipient,Hungary,,0.0,1974,1973-1977
recipient,Canada,,0.0,1974,1973-1977
recipient,Austria,,0.0,1974,1973-1977
recipient,Norway,,0.0,1974,1973-1977
recipient,Germany,,0.0,1974,1973-1977
recipient,Qatar,,0.0,1974,1973-1977
recipient,Iceland,,0.0,1974,1973-1977
recipient,Slovak Republic,,0.0,1974,1973-1977
recipient,Italy,,0.0,1974,1973-1977
recipient,United Arab Emirates,,0.0,1974,1973-1977
recipient,All,,6805438160.0,1974,1973-1977
recipient,Brazil,2.3692912105384827,100725686.0,1975,1973-1977
recipient,Chile,8.595215820988908,365408442.0,1975,1973-1977
recipient,Colombia,3.429048604250939,145779156.0,1975,1973-1977
recipient,Cyprus,0.13795640132574308,5864941.0,1975,1973-1977
recipient,India,70.58207853706654,3000656166.0,1975,1973-1977
recipient,Korea,7.03845875279803,299226023.0,1975,1973-1977
recipient,Thailand,7.8479506730313675,333639956.0,1975,1973-1977
recipient,Czech Republic,,0.0,1975,1973-1977
recipient,Lithuania,,0.0,1975,1973-1977
recipient,Poland,,0.0,1975,1973-1977
recipient,Denmark,,0.0,1975,1973-1977
recipient,New Zealand,,0.0,1975,1973-1977
recipient,United States,,0.0,1975,1973-1977
recipient,Monaco,,0.0,1975,1973-1977
recipient,Kuwait,,0.0,1975,1973-1977
recipient,Japan,,0.0,1975,1973-1977
recipient,Australia,,0.0,1975,1973-1977
recipient,Saudi Arabia,,0.0,1975,1973-1977
recipient,Portugal,,0.0,1975,1973-1977
recipient,South Africa,,0.0,1975,1973-1977
recipient,Greece,,0.0,1975,1973-1977
recipient,Taiwan,,0.0,1975,1973-1977
recipient,Switzerland,,0.0,1975,1973-1977
recipient,Latvia,,0.0,1975,1973-1977
recipient,Belgium,,0.0,1975,1973-1977
recipient,United Kingdom,,0.0,1975,1973-1977
recipient,Ireland,,0.0,1975,1973-1977
recipient,Luxembourg,,0.0,1975,1973-1977
recipient,Slovenia,,0.0,1975,1973-1977
recipient,France,,0.0,1975,1973-1977
recipient,Liechtenstein,,0.0,1975,1973-1977
recipient,Finland,,0.0,1975,1973-1977
recipient,Netherlands,,0.0,1975,1973-1977
recipient,Romania,,0.0,1975,1973-1977
recipient,Sweden,,0.0,1975,1973-1977
recipient,Estonia,,0.0,1975,1973-1977
recipient,Spain,,0.0,1975,1973-1977
recipient,Hungary,,0.0,1975,1973-1977
recipient,Canada,,0.0,1975,1973-1977
recipient,Austria,,0.0,1975,1973-1977
recipient,Norway,,0.0,1975,1973-1977
recipient,Germany,,0.0,1975,1973-1977
recipient,Qatar,,0.0,1975,1973-1977
recipient,Iceland,,0.0,1975,1973-1977
recipient,Slovak Republic,,0.0,1975,1973-1977
recipient,Italy,,0.0,1975,1973-1977
recipient,United Arab Emirates,,0.0,1975,1973-1977
recipient,All,,4251300370.0,1975,1973-1977
recipient,Brazil,2.2614882434201644,83580485.0,1976,1973-1977
recipient,Chile,4.2088464719277265,155551297.0,1976,1973-1977
recipient,Colombia,3.87147540329043,143082677.0,1976,1973-1977
recipient,Cyprus,0.8393881596865452,31022257.0,1976,1973-1977
recipient,India,60.435512113413985,2233586413.0,1976,1973-1977
recipient,Korea,25.4058132007513,938952566.0,1976,1973-1977
recipient,Thailand,2.9774764075098488,110042103.0,1976,1973-1977
recipient,Czech Republic,,0.0,1976,1973-1977
recipient,Lithuania,,0.0,1976,1973-1977
recipient,Poland,,0.0,1976,1973-1977
recipient,Denmark,,0.0,1976,1973-1977
recipient,New Zealand,,0.0,1976,1973-1977
recipient,United States,,0.0,1976,1973-1977
recipient,Monaco,,0.0,1976,1973-1977
recipient,Kuwait,,0.0,1976,1973-1977
recipient,Japan,,0.0,1976,1973-1977
recipient,Australia,,0.0,1976,1973-1977
recipient,Saudi Arabia,,0.0,1976,1973-1977
recipient,Portugal,,0.0,1976,1973-1977
recipient,South Africa,,0.0,1976,1973-1977
recipient,Greece,,0.0,1976,1973-1977
recipient,Taiwan,,0.0,1976,1973-1977
recipient,Switzerland,,0.0,1976,1973-1977
recipient,Latvia,,0.0,1976,1973-1977
recipient,Belgium,,0.0,1976,1973-1977
recipient,United Kingdom,,0.0,1976,1973-1977
recipient,Ireland,,0.0,1976,1973-1977
recipient,Luxembourg,,0.0,1976,1973-1977
recipient,Slovenia,,0.0,1976,1973-1977
recipient,France,,0.0,1976,1973-1977
recipient,Liechtenstein,,0.0,1976,1973-1977
recipient,Finland,,0.0,1976,1973-1977
recipient,Netherlands,,0.0,1976,1973-1977
recipient,Romania,,0.0,1976,1973-1977
recipient,Sweden,,0.0,1976,1973-1977
recipient,Estonia,,0.0,1976,1973-1977
recipient,Spain,,0.0,1976,1973-1977
recipient,Hungary,,0.0,1976,1973-1977
recipient,Canada,,0.0,1976,1973-1977
recipient,Austria,,0.0,1976,1973-1977
recipient,Norway,,0.0,1976,1973-1977
recipient,Germany,,0.0,1976,1973-1977
recipient,Qatar,,0.0,1976,1973-1977
recipient,Iceland,,0.0,1976,1973-1977
recipient,Slovak Republic,,0.0,1976,1973-1977
recipient,Italy,,0.0,1976,1973-1977
recipient,United Arab Emirates,,0.0,1976,1973-1977
recipient,All,,3695817798.0,1976,1973-1977
recipient,Brazil,10.175290392414013,501438883.0,1977,1973-1977
recipient,Chile,0.052113353654681886,2568149.0,1977,1973-1977
recipient,Colombia,1.3758081898748222,67799905.0,1977,1973-1977
recipient,Cyprus,0.4250235407503165,20945184.0,1977,1973-1977
recipient,India,64.87685687962727,3197135157.0,1977,1973-1977
recipient,Korea,8.491709014944213,418471898.0,1977,1973-1977
recipient,Taiwan,0.0033116439465688224,163198.0,1977,1973-1977
recipient,Thailand,14.52684934495649,715883953.0,1977,1973-1977
recipient,United Arab Emirates,0.07303763983162304,3599299.0,1977,1973-1977
recipient,Czech Republic,,0.0,1977,1973-1977
recipient,Lithuania,,0.0,1977,1973-1977
recipient,Poland,,0.0,1977,1973-1977
recipient,Denmark,,0.0,1977,1973-1977
recipient,New Zealand,,0.0,1977,1973-1977
recipient,United States,,0.0,1977,1973-1977
recipient,Monaco,,0.0,1977,1973-1977
recipient,Kuwait,,0.0,1977,1973-1977
recipient,Japan,,0.0,1977,1973-1977
recipient,Australia,,0.0,1977,1973-1977
recipient,Saudi Arabia,,0.0,1977,1973-1977
recipient,Portugal,,0.0,1977,1973-1977
recipient,South Africa,,0.0,1977,1973-1977
recipient,Greece,,0.0,1977,1973-1977
recipient,Switzerland,,0.0,1977,1973-1977
recipient,Latvia,,0.0,1977,1973-1977
recipient,Belgium,,0.0,1977,1973-1977
recipient,United Kingdom,,0.0,1977,1973-1977
recipient,Ireland,,0.0,1977,1973-1977
recipient,Luxembourg,,0.0,1977,1973-1977
recipient,Slovenia,,0.0,1977,1973-1977
recipient,France,,0.0,1977,1973-1977
recipient,Liechtenstein,,0.0,1977,1973-1977
recipient,Finland,,0.0,1977,1973-1977
recipient,Netherlands,,0.0,1977,1973-1977
recipient,Romania,,0.0,1977,1973-1977
recipient,Sweden,,0.0,1977,1973-1977
recipient,Estonia,,0.0,1977,1973-1977
recipient,Spain,,0.0,1977,1973-1977
recipient,Hungary,,0.0,1977,1973-1977
recipient,Canada,,0.0,1977,1973-1977
recipient,Austria,,0.0,1977,1973-1977
recipient,Norway,,0.0,1977,1973-1977
recipient,Germany,,0.0,1977,1973-1977
recipient,Qatar,,0.0,1977,1973-1977
recipient,Iceland,,0.0,1977,1973-1977
recipient,Slovak Republic,,0.0,1977,1973-1977
recipient,Italy,,0.0,1977,1973-1977
recipient,All,,4928005626.0,1977,1973-1977
recipient,Brazil,3.1576155525819023,151531351.0,1978,1978-1982
recipient,Chile,0.09207114767034462,4418418.0,1978,1978-1982
recipient,Colombia,1.1343951245286852,54438681.0,1978,1978-1982
recipient,Cyprus,0.0009720318053607797,46647.0,1978,1978-1982
recipient,India,60.99970445290335,2927325215.0,1978,1978-1982
recipient,Korea,16.696579276523714,801254989.0,1978,1978-1982
recipient,Saudi Arabia,0.012979845119831647,622892.0,1978,1978-1982
recipient,Thailand,17.90568256886681,859278853.0,1978,1978-1982
recipient,Czech Republic,,0.0,1978,1978-1982
recipient,Lithuania,,0.0,1978,1978-1982
recipient,Poland,,0.0,1978,1978-1982
recipient,Denmark,,0.0,1978,1978-1982
recipient,New Zealand,,0.0,1978,1978-1982
recipient,United States,,0.0,1978,1978-1982
recipient,Monaco,,0.0,1978,1978-1982
recipient,Kuwait,,0.0,1978,1978-1982
recipient,Japan,,0.0,1978,1978-1982
recipient,Australia,,0.0,1978,1978-1982
recipient,Portugal,,0.0,1978,1978-1982
recipient,South Africa,,0.0,1978,1978-1982
recipient,Greece,,0.0,1978,1978-1982
recipient,Taiwan,,0.0,1978,1978-1982
recipient,Switzerland,,0.0,1978,1978-1982
recipient,Latvia,,0.0,1978,1978-1982
recipient,Belgium,,0.0,1978,1978-1982
recipient,United Kingdom,,0.0,1978,1978-1982
recipient,Ireland,,0.0,1978,1978-1982
recipient,Luxembourg,,0.0,1978,1978-1982
recipient,Slovenia,,0.0,1978,1978-1982
recipient,France,,0.0,1978,1978-1982
recipient,Liechtenstein,,0.0,1978,1978-1982
recipient,Finland,,0.0,1978,1978-1982
recipient,Netherlands,,0.0,1978,1978-1982
recipient,Romania,,0.0,1978,1978-1982
recipient,Sweden,,0.0,1978,1978-1982
recipient,Estonia,,0.0,1978,1978-1982
recipient,Spain,,0.0,1978,1978-1982
recipient,Hungary,,0.0,1978,1978-1982
recipient,Canada,,0.0,1978,1978-1982
recipient,Austria,,0.0,1978,1978-1982
recipient,Norway,,0.0,1978,1978-1982
recipient,Germany,,0.0,1978,1978-1982
recipient,Qatar,,0.0,1978,1978-1982
recipient,Iceland,,0.0,1978,1978-1982
recipient,Slovak Republic,,0.0,1978,1978-1982
recipient,Italy,,0.0,1978,1978-1982
recipient,United Arab Emirates,,0.0,1978,1978-1982
recipient,All,,4798917046.0,1978,1978-1982
recipient,Brazil,5.054619387290488,167462062.0,1979,1978-1982
recipient,Chile,1.4926355067634178,49451759.0,1979,1978-1982
recipient,Colombia,0.4644663834097791,15388003.0,1979,1978-1982
recipient,Cyprus,0.47801993723614583,15837039.0,1979,1978-1982
recipient,India,48.9805150954067,1622748901.0,1979,1978-1982
recipient,Korea,4.4281879511413536,146708076.0,1979,1978-1982
recipient,Saudi Arabia,0.3626332353125637,12014220.0,1979,1978-1982
recipient,Thailand,38.73892250343955,1283439829.0,1979,1978-1982
recipient,Czech Republic,,0.0,1979,1978-1982
recipient,Lithuania,,0.0,1979,1978-1982
recipient,Poland,,0.0,1979,1978-1982
recipient,Denmark,,0.0,1979,1978-1982
recipient,New Zealand,,0.0,1979,1978-1982
recipient,United States,,0.0,1979,1978-1982
recipient,Monaco,,0.0,1979,1978-1982
recipient,Kuwait,,0.0,1979,1978-1982
recipient,Japan,,0.0,1979,1978-1982
recipient,Australia,,0.0,1979,1978-1982
recipient,Portugal,,0.0,1979,1978-1982
recipient,South Africa,,0.0,1979,1978-1982
recipient,Greece,,0.0,1979,1978-1982
recipient,Taiwan,,0.0,1979,1978-1982
recipient,Switzerland,,0.0,1979,1978-1982
recipient,Latvia,,0.0,1979,1978-1982
recipient,Belgium,,0.0,1979,1978-1982
recipient,United Kingdom,,0.0,1979,1978-1982
recipient,Ireland,,0.0,1979,1978-1982
recipient,Luxembourg,,0.0,1979,1978-1982
recipient,Slovenia,,0.0,1979,1978-1982
recipient,France,,0.0,1979,1978-1982
recipient,Liechtenstein,,0.0,1979,1978-1982
recipient,Finland,,0.0,1979,1978-1982
recipient,Netherlands,,0.0,1979,1978-1982
recipient,Romania,,0.0,1979,1978-1982
recipient,Sweden,,0.0,1979,1978-1982
recipient,Estonia,,0.0,1979,1978-1982
recipient,Spain,,0.0,1979,1978-1982
recipient,Hungary,,0.0,1979,1978-1982
recipient,Canada,,0.0,1979,1978-1982
recipient,Austria,,0.0,1979,1978-1982
recipient,Norway,,0.0,1979,1978-1982
recipient,Germany,,0.0,1979,1978-1982
recipient,Qatar,,0.0,1979,1978-1982
recipient,Iceland,,0.0,1979,1978-1982
recipient,Slovak Republic,,0.0,1979,1978-1982
recipient,Italy,,0.0,1979,1978-1982
recipient,United Arab Emirates,,0.0,1979,1978-1982
recipient,All,,3313049889.0,1979,1978-1982
recipient,Australia,0.4916860522544234,54502260.0,1980,1978-1982
recipient,Austria,1.4220612983363585,157632201.0,1980,1978-1982
recipient,Belgium,1.3339791600895672,147868500.0,1980,1978-1982
recipient,Brazil,3.5868261810147324,397591374.0,1980,1978-1982
recipient,Canada,4.796445701463043,531674896.0,1980,1978-1982
recipient,Chile,0.15533374650028883,17218386.0,1980,1978-1982
recipient,Colombia,2.321819341724323,257368296.0,1980,1978-1982
recipient,Cyprus,0.7858589380699887,87110643.0,1980,1978-1982
recipient,Denmark,0.9408306201710915,104288895.0,1980,1978-1982
recipient,France,1.0519826947001871,116609845.0,1980,1978-1982
recipient,Greece,1.0408154518793973,115371982.0,1980,1978-1982
recipient,Iceland,0.1629266791796751,18060045.0,1980,1978-1982
recipient,India,26.777693533347147,2968245303.0,1980,1978-1982
recipient,Ireland,0.27306146587526753,30268231.0,1980,1978-1982
recipient,Italy,8.069675307071842,894504816.0,1980,1978-1982
recipient,Japan,2.3885832537247684,264768921.0,1980,1978-1982
recipient,Korea,23.688031507328645,2625763424.0,1980,1978-1982
recipient,New Zealand,0.10558376692538862,11703716.0,1980,1978-1982
recipient,Norway,0.394461386476405,43725131.0,1980,1978-1982
recipient,Poland,0.6766081933022837,75000451.0,1980,1978-1982
recipient,Portugal,0.03731390554983694,4136160.0,1980,1978-1982
recipient,Romania,0.40038221385044603,44381441.0,1980,1978-1982
recipient,Saudi Arabia,1.085954374344766,120375527.0,1980,1978-1982
recipient,Spain,2.571338051333589,285026867.0,1980,1978-1982
recipient,Sweden,0.3182986583237012,35282669.0,1980,1978-1982
recipient,Taiwan,3.374530089526805,374058844.0,1980,1978-1982
recipient,Thailand,8.144980777798608,902852253.0,1980,1978-1982
recipient,United Arab Emirates,0.0015764154393421935,174742.0,1980,1978-1982
recipient,United Kingdom,3.6013612343980808,399202551.0,1980,1978-1982
recipient,Czech Republic,,0.0,1980,1978-1982
recipient,Lithuania,,0.0,1980,1978-1982
recipient,United States,,0.0,1980,1978-1982
recipient,Monaco,,0.0,1980,1978-1982
recipient,Kuwait,,0.0,1980,1978-1982
recipient,South Africa,,0.0,1980,1978-1982
recipient,Switzerland,,0.0,1980,1978-1982
recipient,Latvia,,0.0,1980,1978-1982
recipient,Luxembourg,,0.0,1980,1978-1982
recipient,Slovenia,,0.0,1980,1978-1982
recipient,Liechtenstein,,0.0,1980,1978-1982
recipient,Finland,,0.0,1980,1978-1982
recipient,Netherlands,,0.0,1980,1978-1982
recipient,Estonia,,0.0,1980,1978-1982
recipient,Hungary,,0.0,1980,1978-1982
recipient,Germany,,0.0,1980,1978-1982
recipient,Qatar,,0.0,1980,1978-1982
recipient,Slovak Republic,,0.0,1980,1978-1982
recipient,All,,11084768370.0,1980,1978-1982
recipient,Australia,5.372986954446073,747648005.0,1981,1978-1982
recipient,Austria,0.0011779855275946098,163916.0,1981,1978-1982
recipient,Belgium,0.26214793890444077,36477733.0,1981,1978-1982
recipient,Brazil,7.326729081900273,1019510084.0,1981,1978-1982
recipient,Canada,18.256675697671774,2540405789.0,1981,1978-1982
recipient,Chile,0.178241507897204,24802202.0,1981,1978-1982
recipient,Colombia,1.2655465049815573,176100059.0,1981,1978-1982
recipient,Cyprus,0.792203416820469,110234644.0,1981,1978-1982
recipient,France,0.8690139287957124,120922782.0,1981,1978-1982
recipient,Greece,0.1871850164096314,26046686.0,1981,1978-1982
recipient,India,26.63799212622374,3706661088.0,1981,1978-1982
recipient,Ireland,0.4211662905149304,58605044.0,1981,1978-1982
recipient,Italy,0.02576508090479322,3585196.0,1981,1978-1982
recipient,Japan,3.211804749149467,446920760.0,1981,1978-1982
recipient,Korea,11.902123635414993,1656173571.0,1981,1978-1982
recipient,Kuwait,0.0005636027904634525,78425.0,1981,1978-1982
recipient,Liechtenstein,0.13125725085185805,18264370.0,1981,1978-1982
recipient,Norway,0.9409801732773347,130936843.0,1981,1978-1982
recipient,Poland,0.0002544746548971738,35410.0,1981,1978-1982
recipient,Portugal,1.0403587207944756,144765310.0,1981,1978-1982
recipient,Romania,1.883424441795926,262077414.0,1981,1978-1982
recipient,Saudi Arabia,2.9432252633796887,409548081.0,1981,1978-1982
recipient,Spain,1.4334042108776055,199457361.0,1981,1978-1982
recipient,Sweden,0.17588637047827482,24474486.0,1981,1978-1982
recipient,Taiwan,2.248568492767958,312886996.0,1981,1978-1982
recipient,Thailand,8.467191728742437,1178204797.0,1981,1978-1982
recipient,United Arab Emirates,0.013031215167463334,1813286.0,1981,1978-1982
recipient,United Kingdom,4.011094138858965,558141413.0,1981,1978-1982
recipient,Czech Republic,,0.0,1981,1978-1982
recipient,Lithuania,,0.0,1981,1978-1982
recipient,Denmark,,0.0,1981,1978-1982
recipient,New Zealand,,0.0,1981,1978-1982
recipient,United States,,0.0,1981,1978-1982
recipient,Monaco,,0.0,1981,1978-1982
recipient,South Africa,,0.0,1981,1978-1982
recipient,Switzerland,,0.0,1981,1978-1982
recipient,Latvia,,0.0,1981,1978-1982
recipient,Luxembourg,,0.0,1981,1978-1982
recipient,Slovenia,,0.0,1981,1978-1982
recipient,Finland,,0.0,1981,1978-1982
recipient,Netherlands,,0.0,1981,1978-1982
recipient,Estonia,,0.0,1981,1978-1982
recipient,Hungary,,0.0,1981,1978-1982
recipient,Germany,,0.0,1981,1978-1982
recipient,Qatar,,0.0,1981,1978-1982
recipient,Iceland,,0.0,1981,1978-1982
recipient,Slovak Republic,,0.0,1981,1978-1982
recipient,All,,13914941751.0,1981,1978-1982
recipient,Australia,0.03290957472531829,2599450.0,1982,1978-1982
recipient,Austria,0.7417700276560865,58590672.0,1982,1978-1982
recipient,Brazil,7.313738696422767,577695039.0,1982,1978-1982
recipient,Canada,2.1544482591829492,170174807.0,1982,1978-1982
recipient,Chile,0.3255960989307512,25718071.0,1982,1978-1982
recipient,Colombia,15.558380770182092,1228919949.0,1982,1978-1982
recipient,Cyprus,0.396880127954675,31348629.0,1982,1978-1982
recipient,India,35.72843886971091,2822105457.0,1982,1978-1982
recipient,Italy,0.00840601020983066,663971.0,1982,1978-1982
recipient,Korea,2.735656099536484,216083049.0,1982,1978-1982
recipient,New Zealand,2.707823204461468,213884594.0,1982,1978-1982
recipient,Norway,0.8050121413593004,63586018.0,1982,1978-1982
recipient,Poland,0.0008903417077199922,70326.0,1982,1978-1982
recipient,Saudi Arabia,2.4951230822722033,197083911.0,1982,1978-1982
recipient,Spain,0.9777171381890385,77227580.0,1982,1978-1982
recipient,Taiwan,7.812231138549756,617069786.0,1982,1978-1982
recipient,Thailand,20.193121021124945,1595007194.0,1982,1978-1982
recipient,United Arab Emirates,0.011857397823707478,936588.0,1982,1978-1982
recipient,Czech Republic,,0.0,1982,1978-1982
recipient,Lithuania,,0.0,1982,1978-1982
recipient,Denmark,,0.0,1982,1978-1982
recipient,United States,,0.0,1982,1978-1982
recipient,Monaco,,0.0,1982,1978-1982
recipient,Kuwait,,0.0,1982,1978-1982
recipient,Japan,,0.0,1982,1978-1982
recipient,Portugal,,0.0,1982,1978-1982
recipient,South Africa,,0.0,1982,1978-1982
recipient,Greece,,0.0,1982,1978-1982
recipient,Switzerland,,0.0,1982,1978-1982
recipient,Latvia,,0.0,1982,1978-1982
recipient,Belgium,,0.0,1982,1978-1982
recipient,United Kingdom,,0.0,1982,1978-1982
recipient,Ireland,,0.0,1982,1978-1982
recipient,Luxembourg,,0.0,1982,1978-1982
recipient,Slovenia,,0.0,1982,1978-1982
recipient,France,,0.0,1982,1978-1982
recipient,Liechtenstein,,0.0,1982,1978-1982
recipient,Finland,,0.0,1982,1978-1982
recipient,Netherlands,,0.0,1982,1978-1982
recipient,Romania,,0.0,1982,1978-1982
recipient,Sweden,,0.0,1982,1978-1982
recipient,Estonia,,0.0,1982,1978-1982
recipient,Hungary,,0.0,1982,1978-1982
recipient,Germany,,0.0,1982,1978-1982
recipient,Qatar,,0.0,1982,1978-1982
recipient,Iceland,,0.0,1982,1978-1982
recipient,Slovak Republic,,0.0,1982,1978-1982
recipient,All,,7898765091.0,1982,1978-1982
recipient,Brazil,2.4467729761612804,129429939.0,1983,1983-1987
recipient,Chile,0.6402796540443845,33869655.0,1983,1983-1987
recipient,Colombia,2.0929726129719057,110714529.0,1983,1983-1987
recipient,Cyprus,0.9717732748669745,51405078.0,1983,1983-1987
recipient,Finland,1.3334752269505221,70538468.0,1983,1983-1987
recipient,India,50.16612894991247,2653699004.0,1983,1983-1987
recipient,Italy,2.790179662894512,147595542.0,1983,1983-1987
recipient,Korea,12.58310972222409,665624126.0,1983,1983-1987
recipient,Poland,0.0011962973070507137,63282.0,1983,1983-1987
recipient,Saudi Arabia,3.9083691077496407,206745775.0,1983,1983-1987
recipient,Taiwan,1.0228250478823848,54105626.0,1983,1983-1987
recipient,Thailand,22.031602436352305,1165432587.0,1983,1983-1987
recipient,United Arab Emirates,0.011315030682479526,598545.0,1983,1983-1987
recipient,Czech Republic,,0.0,1983,1983-1987
recipient,Lithuania,,0.0,1983,1983-1987
recipient,Denmark,,0.0,1983,1983-1987
recipient,New Zealand,,0.0,1983,1983-1987
recipient,United States,,0.0,1983,1983-1987
recipient,Monaco,,0.0,1983,1983-1987
recipient,Kuwait,,0.0,1983,1983-1987
recipient,Japan,,0.0,1983,1983-1987
recipient,Australia,,0.0,1983,1983-1987
recipient,Portugal,,0.0,1983,1983-1987
recipient,South Africa,,0.0,1983,1983-1987
recipient,Greece,,0.0,1983,1983-1987
recipient,Switzerland,,0.0,1983,1983-1987
recipient,Latvia,,0.0,1983,1983-1987
recipient,Belgium,,0.0,1983,1983-1987
recipient,United Kingdom,,0.0,1983,1983-1987
recipient,Ireland,,0.0,1983,1983-1987
recipient,Luxembourg,,0.0,1983,1983-1987
recipient,Slovenia,,0.0,1983,1983-1987
recipient,France,,0.0,1983,1983-1987
recipient,Liechtenstein,,0.0,1983,1983-1987
recipient,Netherlands,,0.0,1983,1983-1987
recipient,Romania,,0.0,1983,1983-1987
recipient,Sweden,,0.0,1983,1983-1987
recipient,Estonia,,0.0,1983,1983-1987
recipient,Spain,,0.0,1983,1983-1987
recipient,Hungary,,0.0,1983,1983-1987
recipient,Canada,,0.0,1983,1983-1987
recipient,Austria,,0.0,1983,1983-1987
recipient,Norway,,0.0,1983,1983-1987
recipient,Germany,,0.0,1983,1983-1987
recipient,Qatar,,0.0,1983,1983-1987
recipient,Iceland,,0.0,1983,1983-1987
recipient,Slovak Republic,,0.0,1983,1983-1987
recipient,All,,5289822156.0,1983,1983-1987
recipient,Brazil,7.055403746313694,643593148.0,1984,1983-1987
recipient,Canada,1.6775165629120277,153022875.0,1984,1983-1987
recipient,Chile,3.4423737603048963,314012953.0,1984,1983-1987
recipient,Colombia,2.2417823217439294,204495135.0,1984,1983-1987
recipient,Cyprus,0.8691376595094571,79282641.0,1984,1983-1987
recipient,Denmark,0.6799141233773829,62021691.0,1984,1983-1987
recipient,Finland,0.29109472981030543,26553629.0,1984,1983-1987
recipient,India,50.258024058200675,4584531386.0,1984,1983-1987
recipient,Italy,6.050611909754435,551936148.0,1984,1983-1987
recipient,Japan,1.828900368802465,166832089.0,1984,1983-1987
recipient,Korea,9.769586554156875,891180603.0,1984,1983-1987
recipient,Portugal,0.020023155213391774,1826510.0,1984,1983-1987
recipient,Saudi Arabia,0.6489929281782114,59201063.0,1984,1983-1987
recipient,Taiwan,2.7175437853963103,247894043.0,1984,1983-1987
recipient,Thailand,12.443548089729537,1135099078.0,1984,1983-1987
recipient,United Arab Emirates,0.005546246596405645,505928.0,1984,1983-1987
recipient,Czech Republic,,0.0,1984,1983-1987
recipient,Lithuania,,0.0,1984,1983-1987
recipient,Poland,,0.0,1984,1983-1987
recipient,New Zealand,,0.0,1984,1983-1987
recipient,United States,,0.0,1984,1983-1987
recipient,Monaco,,0.0,1984,1983-1987
recipient,Kuwait,,0.0,1984,1983-1987
recipient,Australia,,0.0,1984,1983-1987
recipient,South Africa,,0.0,1984,1983-1987
recipient,Greece,,0.0,1984,1983-1987
recipient,Switzerland,,0.0,1984,1983-1987
recipient,Latvia,,0.0,1984,1983-1987
recipient,Belgium,,0.0,1984,1983-1987
recipient,United Kingdom,,0.0,1984,1983-1987
recipient,Ireland,,0.0,1984,1983-1987
recipient,Luxembourg,,0.0,1984,1983-1987
recipient,Slovenia,,0.0,1984,1983-1987
recipient,France,,0.0,1984,1983-1987
recipient,Liechtenstein,,0.0,1984,1983-1987
recipient,Netherlands,,0.0,1984,1983-1987
recipient,Romania,,0.0,1984,1983-1987
recipient,Sweden,,0.0,1984,1983-1987
recipient,Estonia,,0.0,1984,1983-1987
recipient,Spain,,0.0,1984,1983-1987
recipient,Hungary,,0.0,1984,1983-1987
recipient,Austria,,0.0,1984,1983-1987
recipient,Norway,,0.0,1984,1983-1987
recipient,Germany,,0.0,1984,1983-1987
recipient,Qatar,,0.0,1984,1983-1987
recipient,Iceland,,0.0,1984,1983-1987
