category,country,pct,sum,year,group,value
donor,Belgium,,0.0,1991,1988-1992,211637816538.689
donor,Australia,0.22297408188527876,57379649.0,1992,1988-1992,324873490732.908
donor,Austria,0.029883986855558452,7690278.0,1992,1988-1992,195078126346.10602
donor,Belgium,1.8290682623599506,470688315.0,1992,1988-1992,236038384441.656
donor,Canada,0.790878980525746,203523019.0,1992,1988-1992,592387689252.916
donor,Denmark,0.1584614059677195,40778102.0,1992,1988-1992,152915624326.966
donor,Finland,0.271146636828207,69776266.0,1992,1988-1992,112625431377.754
donor,France,0.858121504646208,220827059.0,1992,1988-1992,1401465923172.24
donor,Germany,33.233494034742286,8552232648.0,1992,1988-1992,2123130870381.97
donor,Italy,0.6608037127811383,170049742.0,1992,1988-1992,1315806985860.17
donor,Japan,11.136247243396395,2865776832.0,1992,1988-1992,3908809463463.86
donor,Kuwait,0.025783713997987272,6635123.0,1992,1988-1992,19858555214.7239
donor,Netherlands,1.0482415807265835,269752132.0,1992,1988-1992,362962871804.511
donor,Norway,0.15589535417503095,40117760.0,1992,1988-1992,130838040067.584
donor,Sweden,1.0588365905072095,272478628.0,1992,1988-1992,280625886740.616
donor,Switzerland,0.12175697793728524,31332667.0,1992,1988-1992,271814366804.153
donor,United Kingdom,4.101452171517815,1055458482.0,1992,1988-1992,1179659529659.53
donor,United States,44.2969537611496,11399278504.0,1992,1988-1992,6520327000000.0
donor,South Africa,,0.0,1992,1988-1992,134545231416.55
donor,Saudi Arabia,,0.0,1992,1988-1992,137087876662.216
donor,Hungary,,0.0,1992,1988-1992,38724945367.8583
donor,Liechtenstein,,0.0,1992,1988-1992,1631197909.2589998
donor,Iceland,,0.0,1992,1988-1992,7091625419.013341
donor,Lithuania,,0.0,1992,1988-1992,
donor,Colombia,,0.0,1992,1988-1992,58418985443.3172
donor,Portugal,,0.0,1992,1988-1992,107602689040.68901
donor,Poland,,0.0,1992,1988-1992,94337050693.2727
donor,Greece,,0.0,1992,1988-1992,116224673042.54599
donor,New Zealand,,0.0,1992,1988-1992,41649829859.6342
donor,Czech Republic,,0.0,1992,1988-1992,34590052812.1684
donor,Thailand,,0.0,1992,1988-1992,111452869378.467
donor,Romania,,0.0,1992,1988-1992,25121666666.6667
donor,Slovenia,,0.0,1992,1988-1992,13052481426.8868
donor,Brazil,,0.0,1992,1988-1992,400599250000.0
donor,Slovak Republic,,0.0,1992,1988-1992,15431288006.2104
donor,Korea,,0.0,1992,1988-1992,350051111253.443
donor,Qatar,,0.0,1992,1988-1992,7646153983.5164795
donor,Estonia,,0.0,1992,1988-1992,
donor,Monaco,,0.0,1992,1988-1992,2737067001.75938
donor,Ireland,,0.0,1992,1988-1992,55985505024.789
donor,Chile,,0.0,1992,1988-1992,45964327558.8836
donor,Latvia,,0.0,1992,1988-1992,
donor,Cyprus,,0.0,1992,1988-1992,6912150456.323339
donor,Luxembourg,,0.0,1992,1988-1992,16065740777.9172
donor,United Arab Emirates,,0.0,1992,1988-1992,54239171887.769005
donor,Spain,,0.0,1992,1988-1992,629202392003.901
donor,India,,0.0,1992,1988-1992,288208437278.741
donor,Australia,0.4141143309631945,37557879.0,1993,1993-1997,311539488476.672
donor,Austria,0.0948159923687694,8599286.0,1993,1993-1997,190379720927.48102
donor,Belgium,0.8332106967650816,75567601.0,1993,1993-1997,225924679920.70898
donor,Canada,1.4237152897400833,129123101.0,1993,1993-1997,577170761956.438
donor,Denmark,0.7394371604791201,67062860.0,1993,1993-1997,143195607581.857
donor,Finland,0.17248161127234088,15643128.0,1993,1993-1997,89255751014.885
donor,France,2.7229864294650477,246959806.0,1993,1993-1997,1322815612694.0
donor,Germany,4.969974577220121,450749201.0,1993,1993-1997,2068555542410.98
donor,Italy,1.371351070655129,124373956.0,1993,1993-1997,1061445225790.57
donor,Japan,27.499522130446497,2494054534.0,1993,1993-1997,4454143876947.21
donor,Kuwait,0.28073630640723923,25461230.0,1993,1993-1997,23941391390.7285
donor,Liechtenstein,0.0013765448163113793,124845.0,1993,1993-1997,1673104493.77369
donor,Netherlands,2.3562627838178685,213700000.0,1993,1993-1997,353550170028.47705
donor,Norway,0.8032156369175423,72847215.0,1993,1993-1997,120579072750.596
donor,Spain,0.4045812467780594,36693281.0,1993,1993-1997,523649481762.322
donor,Sweden,1.2948842128471096,117438835.0,1993,1993-1997,210185651514.762
donor,Switzerland,0.4819425362052801,43709522.0,1993,1993-1997,264353008121.278
donor,United Kingdom,4.497978314678501,407941751.0,1993,1993-1997,1061388722255.55
donor,United States,49.6374131281567,4501838784.0,1993,1993-1997,6858559000000.0
donor,South Africa,,0.0,1993,1993-1997,134309759157.81699
donor,Saudi Arabia,,0.0,1993,1993-1997,132967901415.22
donor,Hungary,,0.0,1993,1993-1997,40119073326.3573
donor,Iceland,,0.0,1993,1993-1997,6227928905.73227
donor,Lithuania,,0.0,1993,1993-1997,
donor,Colombia,,0.0,1993,1993-1997,66446804802.5747
donor,Portugal,,0.0,1993,1993-1997,95019103603.04199
donor,Poland,,0.0,1993,1993-1997,96045645026.17801
donor,Greece,,0.0,1993,1993-1997,108809058858.502
donor,New Zealand,,0.0,1993,1993-1997,46775620817.4327
donor,Czech Republic,,0.0,1993,1993-1997,40614350197.2353
donor,Thailand,,0.0,1993,1993-1997,128889832382.81801
donor,Romania,,0.0,1993,1993-1997,26362894736.8421
donor,Slovenia,,0.0,1993,1993-1997,13209759788.3598
donor,Brazil,,0.0,1993,1993-1997,437798577639.752
donor,Slovak Republic,,0.0,1993,1993-1997,16452201100.9604
donor,Korea,,0.0,1993,1993-1997,386302839273.923
donor,Qatar,,0.0,1993,1993-1997,7156593653.84615
donor,Estonia,,0.0,1993,1993-1997,3896373114.5805798
donor,Monaco,,0.0,1993,1993-1997,2574440022.97964
donor,Ireland,,0.0,1993,1993-1997,52480251773.462006
donor,Chile,,0.0,1993,1993-1997,49297773130.1185
donor,Latvia,,0.0,1993,1993-1997,
donor,Cyprus,,0.0,1993,1993-1997,6590291048.29211
donor,Luxembourg,,0.0,1993,1993-1997,16486900186.5672
donor,United Arab Emirates,,0.0,1993,1993-1997,55625170253.337006
donor,India,,0.0,1993,1993-1997,279296029670.677
donor,Australia,0.48665038597626065,62005978.0,1994,1993-1997,322208924247.665
donor,Austria,0.0038934242255409548,496076.0,1994,1993-1997,203535242741.838
donor,Belgium,0.2108707194812539,26867841.0,1994,1993-1997,246194938750.904
donor,Canada,0.6548426143332732,83435990.0,1994,1993-1997,578139279437.61
donor,Denmark,0.8683310956549763,110637370.0,1994,1993-1997,156162311731.59802
donor,Finland,0.23566698051834284,30027227.0,1994,1993-1997,103321570859.419
donor,France,1.9040146441109846,242597753.0,1994,1993-1997,1393982750472.59
donor,Germany,2.983974728722308,380199578.0,1994,1993-1997,2205966011811.5
donor,Italy,0.20254115904295245,25806540.0,1994,1993-1997,1095590833693.56
donor,Japan,20.932434420397446,2667081144.0,1994,1993-1997,4907039384469.68
donor,Liechtenstein,0.0006767869395351672,86232.0,1994,1993-1997,1948118227.6815102
donor,Netherlands,2.1168679744834376,269718206.0,1994,1993-1997,379130260200.993
donor,Norway,0.9953784343530859,126824955.0,1994,1993-1997,127131461119.92699
donor,Spain,0.05335202831626388,6797785.0,1994,1993-1997,529121577319.58795
donor,Sweden,1.3456194035729752,171450490.0,1994,1993-1997,226333851736.651
donor,Switzerland,0.31704523381396976,40395940.0,1994,1993-1997,292646657673.466
donor,United Kingdom,2.3310160389575496,297003626.0,1994,1993-1997,1140489745944.29
donor,United States,63.99870824610913,8154319014.0,1994,1993-1997,7287236000000.0
donor,South Africa,,0.0,1994,1993-1997,139752450152.078
donor,Saudi Arabia,,0.0,1994,1993-1997,135174886488.652
donor,Hungary,,0.0,1994,1993-1997,43160392123.6053
donor,Iceland,,0.0,1994,1993-1997,6399064571.28805
donor,Lithuania,,0.0,1994,1993-1997,
donor,Colombia,,0.0,1994,1993-1997,81703500846.0364
donor,Portugal,,0.0,1994,1993-1997,99698453260.8696
donor,Poland,,0.0,1994,1993-1997,110803391516.69801
donor,Greece,,0.0,1994,1993-1997,116601802106.74199
donor,New Zealand,,0.0,1994,1993-1997,55314732279.1379
donor,Czech Republic,,0.0,1994,1993-1997,47554674590.9328
donor,Thailand,,0.0,1994,1993-1997,146683499005.964
donor,Romania,,0.0,1994,1993-1997,30074440483.3837
donor,Slovenia,,0.0,1994,1993-1997,14993821209.3023
donor,Brazil,,0.0,1994,1993-1997,558111997497.263
donor,Slovak Republic,,0.0,1994,1993-1997,20079363625.5784
donor,Kuwait,,0.0,1994,1993-1997,24848483838.3838
donor,Korea,,0.0,1994,1993-1997,455602962225.40295
donor,Qatar,,0.0,1994,1993-1997,7374450769.23077
donor,Estonia,,0.0,1994,1993-1997,4003096180.48684
donor,Monaco,,0.0,1994,1993-1997,2720297793.28662
donor,Ireland,,0.0,1994,1993-1997,57166035571.2603
donor,Chile,,0.0,1994,1993-1997,57008425295.8256
donor,Latvia,,0.0,1994,1993-1997,
donor,Cyprus,,0.0,1994,1993-1997,7425703928.571429
donor,Luxembourg,,0.0,1994,1993-1997,18325791415.4811
donor,United Arab Emirates,,0.0,1994,1993-1997,59305093979.842
donor,India,,0.0,1994,1993-1997,327275591371.343
donor,Australia,0.6938934650447804,87263724.0,1995,1993-1997,367216364716.365
donor,Austria,0.01867939380467277,2349112.0,1995,1993-1997,241038283062.645
donor,Belgium,0.3657741787116446,45999593.0,1995,1993-1997,289567323481.117
donor,Canada,1.1200230323867748,140853583.0,1995,1993-1997,604031623433.401
donor,Denmark,0.5840613454501281,73451287.0,1995,1993-1997,185006961302.29898
donor,Finland,0.1646046236840971,20700602.0,1995,1993-1997,134199346405.229
donor,France,1.4654024404924222,184288339.0,1995,1993-1997,1601094756209.75
donor,Germany,26.310968059041624,3308855279.0,1995,1993-1997,2591620035485.19
donor,Italy,11.112215499149576,1397467126.0,1995,1993-1997,1170787352906.22
donor,Japan,22.90682472357882,2880751774.0,1995,1993-1997,5449116304981.1
donor,Netherlands,2.2614642249250667,284400704.0,1995,1993-1997,452301674444.139
donor,New Zealand,0.012333330590638856,1551034.0,1995,1993-1997,63918703506.9075
donor,Norway,0.5878836319688528,73931976.0,1995,1993-1997,152027402449.80402
donor,Spain,0.1967038342290241,24737384.0,1995,1993-1997,612939685081.398
donor,Sweden,1.8586235465654308,233739645.0,1995,1993-1997,264344412824.35898
donor,Switzerland,0.3011746667828261,37875588.0,1995,1993-1997,342617007103.594
donor,United Kingdom,3.0626942772469783,385163028.0,1995,1993-1997,1335862395455.26
donor,United States,26.976675726346645,3392574370.0,1995,1993-1997,7639749000000.0
donor,South Africa,,0.0,1995,1993-1997,155460285076.232
donor,Saudi Arabia,,0.0,1995,1993-1997,143343036341.789
donor,Hungary,,0.0,1995,1993-1997,46418916500.3536
donor,Liechtenstein,,0.0,1995,1993-1997,2428461395.3488398
donor,Iceland,,0.0,1995,1993-1997,7134341218.4252405
donor,Lithuania,,0.0,1995,1993-1997,7870782260.516979
donor,Colombia,,0.0,1995,1993-1997,92507279383.0387
donor,Portugal,,0.0,1995,1993-1997,118133634071.91199
donor,Poland,,0.0,1995,1993-1997,142137319587.629
donor,Greece,,0.0,1995,1993-1997,136878366230.328
donor,Czech Republic,,0.0,1995,1993-1997,59775697061.0399
donor,Thailand,,0.0,1995,1993-1997,169278552851.272
donor,Romania,,0.0,1995,1993-1997,37435317265.1254
donor,Slovenia,,0.0,1995,1993-1997,21273055398.3017
donor,Brazil,,0.0,1995,1993-1997,769305386182.8491
donor,Slovak Republic,,0.0,1995,1993-1997,25733043137.2549
donor,Kuwait,,0.0,1995,1993-1997,27191689008.0429
donor,Korea,,0.0,1995,1993-1997,556130926912.754
donor,Qatar,,0.0,1995,1993-1997,8137911978.021979
donor,Estonia,,0.0,1995,1993-1997,4373665145.55468
donor,Monaco,,0.0,1995,1993-1997,3130270895.13587
donor,Ireland,,0.0,1995,1993-1997,69222624368.6869
donor,Chile,,0.0,1995,1993-1997,73447063319.3034
donor,Latvia,,0.0,1995,1993-1997,5788368511.12379
donor,Cyprus,,0.0,1995,1993-1997,9933143596.37775
donor,Luxembourg,,0.0,1995,1993-1997,21588170498.0843
donor,United Arab Emirates,,0.0,1995,1993-1997,65743666575.8649
donor,India,,0.0,1995,1993-1997,360281961338.465
donor,Australia,0.6961201309071386,80468022.0,1996,1993-1997,400302731411.229
donor,Austria,0.2723803274164897,31485810.0,1996,1993-1997,237250948791.26602
donor,Belgium,0.22481839183818791,25987887.0,1996,1993-1997,281358175895.766
donor,Canada,2.081399928641322,240599471.0,1996,1993-1997,628546387972.131
donor,Czech Republic,0.040874934830736176,4724939.0,1996,1993-1997,66985765439.1937
donor,Denmark,2.11093743756192,244013860.0,1996,1993-1997,187632400365.599
donor,Finland,0.17551920152224007,20289146.0,1996,1993-1997,132099404607.81801
donor,France,2.6862585086840776,310518112.0,1996,1993-1997,1605675086549.56
donor,Germany,4.103794184988046,474378180.0,1996,1993-1997,2503665193657.4
donor,Italy,0.22616263657308894,26143275.0,1996,1993-1997,1308929351236.04
donor,Japan,33.78565096485865,3905453074.0,1996,1993-1997,4833712542207.1
donor,Kuwait,0.18496629516889937,21381183.0,1996,1993-1997,31493987641.9506
donor,Liechtenstein,0.0012271981723401238,141858.0,1996,1993-1997,2504033252.4271803
donor,Netherlands,2.845908497460212,328972856.0,1996,1993-1997,450490196078.431
donor,Norway,0.5752617865624214,66497399.0,1996,1993-1997,163517783497.163
donor,Portugal,0.0028645956689189347,331133.0,1996,1993-1997,122629812841.175
donor,Spain,0.3623622297531144,41887270.0,1996,1993-1997,640998292394.588
donor,Sweden,1.2318167622218223,142391886.0,1996,1993-1997,288454816582.165
donor,Switzerland,0.5494687987439187,63515858.0,1996,1993-1997,330091688349.515
donor,United Kingdom,8.084435618874869,934520515.0,1996,1993-1997,1409410296411.86
donor,United States,39.757771569551586,4595800488.0,1996,1993-1997,8073122000000.0
donor,South Africa,,0.0,1996,1993-1997,147607982694.857
donor,Saudi Arabia,,0.0,1996,1993-1997,158662398744.993
donor,Hungary,,0.0,1996,1993-1997,46659796772.5473
donor,Iceland,,0.0,1996,1993-1997,7438183246.616541
donor,Lithuania,,0.0,1996,1993-1997,8385109020.28485
donor,Colombia,,0.0,1996,1993-1997,97160109277.8087
donor,Poland,,0.0,1996,1993-1997,159943251363.08
donor,Greece,,0.0,1996,1993-1997,145861612825.595
donor,New Zealand,,0.0,1996,1993-1997,70140835299.0148
donor,Thailand,,0.0,1996,1993-1997,183035154107.494
donor,Romania,,0.0,1996,1993-1997,36937074278.3004
donor,Slovenia,,0.0,1996,1993-1997,21480023016.9972
donor,Brazil,,0.0,1996,1993-1997,850426432991.7421
donor,Slovak Republic,,0.0,1996,1993-1997,27821913814.9556
donor,Korea,,0.0,1996,1993-1997,598099073901.423
donor,Qatar,,0.0,1996,1993-1997,9059340384.61539
donor,Estonia,,0.0,1996,1993-1997,4746109767.1999
donor,Monaco,,0.0,1996,1993-1997,3137848801.0360603
donor,Ireland,,0.0,1996,1993-1997,75880630166.3306
donor,Chile,,0.0,1996,1993-1997,78039572221.6024
donor,Latvia,,0.0,1996,1993-1997,5970044665.64574
donor,Cyprus,,0.0,1996,1993-1997,10011919698.8708
donor,Luxembourg,,0.0,1996,1993-1997,21776609771.987
donor,United Arab Emirates,,0.0,1996,1993-1997,73571233996.1863
donor,India,,0.0,1996,1993-1997,392897063750.676
donor,Australia,0.589220904472655,99085271.0,1997,1993-1997,434568007512.91296
donor,Austria,0.11185962411687247,18810672.0,1997,1993-1997,212790348404.555
donor,Belgium,0.21052446459275787,35402467.0,1997,1993-1997,254813599458.728
donor,Canada,0.6822633316190807,114731583.0,1997,1993-1997,652823920265.781
donor,Czech Republic,0.00684810958018886,1151600.0,1997,1993-1997,61792161168.0011
donor,Denmark,0.47205306776085604,79381953.0,1997,1993-1997,173537588008.176
donor,Finland,0.16758419507245126,28181494.0,1997,1993-1997,126833123353.56801
donor,France,1.0785807019636695,181377579.0,1997,1993-1997,1452884917959.09
donor,Germany,4.652794001526789,782428714.0,1997,1993-1997,2218689375140.99
donor,Italy,0.0674472845806258,11342151.0,1997,1993-1997,1239050932241.93
donor,Japan,64.09053071133889,10777668538.0,1997,1993-1997,4414732843544.43
donor,Liechtenstein,0.0006187679700043172,104054.0,1997,1993-1997,2298410390.6842103
donor,Netherlands,0.9911195971105805,166669840.0,1997,1993-1997,416812740004.51794
donor,Norway,0.4281447505168963,71998190.0,1997,1993-1997,161354369892.838
donor,Portugal,0.0020495982847125336,344667.0,1997,1993-1997,117046198970.84
donor,Spain,0.3660891866962148,61562728.0,1997,1993-1997,588692045454.545
donor,Sweden,0.7533565150120296,126686840.0,1997,1993-1997,264833593105.345
donor,Switzerland,0.6048829937283661,101719058.0,1997,1993-1997,286519135326.948
donor,United Kingdom,4.366982820040101,734365792.0,1997,1993-1997,1553623117223.31
donor,United States,20.35704937401626,3423306503.0,1997,1993-1997,8577554463000.0
donor,South Africa,,0.0,1997,1993-1997,152586154513.889
donor,Saudi Arabia,,0.0,1997,1993-1997,165963557409.88
donor,Hungary,,0.0,1997,1993-1997,47290180588.5993
donor,Iceland,,0.0,1997,1993-1997,7580988916.045991
donor,Lithuania,,0.0,1997,1993-1997,10120274492.8787
donor,Colombia,,0.0,1997,1993-1997,106659508271.255
donor,Poland,,0.0,1997,1993-1997,159117494587.259
donor,Greece,,0.0,1997,1993-1997,143157600024.959
donor,New Zealand,,0.0,1997,1993-1997,66075143415.4952
donor,Thailand,,0.0,1997,1993-1997,150180268649.388
donor,Romania,,0.0,1997,1993-1997,35574916294.6429
donor,Slovenia,,0.0,1997,1993-1997,20749140606.2425
donor,Brazil,,0.0,1997,1993-1997,883199625324.675
donor,Slovak Republic,,0.0,1997,1993-1997,27660149541.1805
donor,Kuwait,,0.0,1997,1993-1997,30354434553.2476
donor,Korea,,0.0,1997,1993-1997,557503074772.151
donor,Qatar,,0.0,1997,1993-1997,11297802115.3846
donor,Estonia,,0.0,1997,1993-1997,5066240419.29666
donor,Monaco,,0.0,1997,1993-1997,2840182220.99117
donor,Ireland,,0.0,1997,1993-1997,82826141595.0334
donor,Chile,,0.0,1997,1993-1997,84952360922.4679
donor,Latvia,,0.0,1997,1993-1997,6525676264.21486
donor,Cyprus,,0.0,1997,1993-1997,9547822120.86659
donor,Luxembourg,,0.0,1997,1993-1997,19731912494.3617
donor,United Arab Emirates,,0.0,1997,1993-1997,78839008444.5655
donor,India,,0.0,1997,1993-1997,415867763815.89
donor,Australia,0.6553676882387872,60046657.0,1998,1998-2002,398899138574.239
donor,Austria,0.19027715830517128,17433736.0,1998,1998-2002,218259904401.95602
donor,Belgium,0.27413128197145537,25116690.0,1998,1998-2002,260601911535.897
donor,Canada,4.210175558663258,385748294.0,1998,1998-2002,631813279406.808
donor,Denmark,0.1708139026619008,15650457.0,1998,1998-2002,176992000955.11
donor,Finland,0.11023224806836933,10099793.0,1998,1998-2002,133936359590.565
donor,France,2.3863428953962895,218643543.0,1998,1998-2002,1503108739159.44
donor,Germany,3.5283827380993094,323280491.0,1998,1998-2002,2243225519617.65
donor,Italy,0.26667249869058185,24433295.0,1998,1998-2002,1266309245009.48
donor,Japan,48.96662772476257,4486462107.0,1998,1998-2002,4032509760872.94
donor,Kuwait,0.01208249874783286,1107033.0,1998,1998-2002,25941929461.9423
donor,Liechtenstein,0.0010788247403009116,98845.0,1998,1998-2002,2479721340.8746
donor,Netherlands,1.3968246302945133,127981057.0,1998,1998-2002,438008220395.46796
donor,Norway,0.6271126085204085,57457846.0,1998,1998-2002,154165219811.53302
donor,Portugal,0.0010996274106940883,100751.0,1998,1998-2002,123981736420.30301
donor,Spain,0.6144241255828747,56295291.0,1998,1998-2002,617041986858.225
donor,Sweden,1.2840317328496358,117646650.0,1998,1998-2002,267224241814.362
donor,Switzerland,0.7662312962621587,70204297.0,1998,1998-2002,295045152020.968
donor,United Kingdom,7.680529520558492,703712023.0,1998,1998-2002,1641666114607.49
donor,United States,26.8575614401754,2460766389.0,1998,1998-2002,9062818211000.0
donor,South Africa,,0.0,1998,1998-2002,137774361015.14
donor,Saudi Arabia,,0.0,1998,1998-2002,146775498080.0
donor,Hungary,,0.0,1998,1998-2002,48770466838.6491
donor,Iceland,,0.0,1998,1998-2002,8494094642.90999
donor,Lithuania,,0.0,1998,1998-2002,11240360897.7126
donor,Colombia,,0.0,1998,1998-2002,98443739941.1664
donor,Poland,,0.0,1998,1998-2002,174388559590.263
donor,Greece,,0.0,1998,1998-2002,144428172835.236
donor,New Zealand,,0.0,1998,1998-2002,56227169851.0448
donor,Czech Republic,,0.0,1998,1998-2002,66490372105.1262
donor,Thailand,,0.0,1998,1998-2002,113675706127.265
donor,Romania,,0.0,1998,1998-2002,41694118972.5101
donor,Slovenia,,0.0,1998,1998-2002,22125435372.187
donor,Brazil,,0.0,1998,1998-2002,863723411632.917
donor,Slovak Republic,,0.0,1998,1998-2002,29828899205.7277
donor,Korea,,0.0,1998,1998-2002,374241351752.483
donor,Qatar,,0.0,1998,1998-2002,10255495027.4725
donor,Estonia,,0.0,1998,1998-2002,5617109244.63233
donor,Monaco,,0.0,1998,1998-2002,2934578821.1093802
donor,Ireland,,0.0,1998,1998-2002,90082051923.2926
donor,Chile,,0.0,1998,1998-2002,81577430181.4074
donor,Latvia,,0.0,1998,1998-2002,7174985106.636479
donor,Cyprus,,0.0,1998,1998-2002,10248619909.5023
donor,Luxembourg,,0.0,1998,1998-2002,20209122027.1171
donor,United Arab Emirates,,0.0,1998,1998-2002,75674336283.1858
donor,India,,0.0,1998,1998-2002,421351487589.808
donor,Australia,0.45370322950787795,87775767.0,1999,1998-2002,388608221581.65204
donor,Austria,0.14336362309881895,27735866.0,1999,1998-2002,217185787342.851
donor,Belgium,0.15767805070974525,30505209.0,1999,1998-2002,260202429149.798
donor,Canada,2.2438301314712534,434102951.0,1999,1998-2002,676084000807.7
donor,Denmark,0.3892651408809714,75309242.0,1999,1998-2002,177965224620.85397
donor,Finland,0.08844979206262044,17111953.0,1999,1998-2002,135225868314.511
donor,France,1.0105291670119683,195502185.0,1999,1998-2002,1492647560196.04
donor,Germany,2.7416944754999877,530422355.0,1999,1998-2002,2199957383336.88
donor,Italy,0.1214970811185553,23505452.0,1999,1998-2002,1248563179203.07
donor,Japan,44.60830147625687,8630152095.0,1999,1998-2002,4562078822335.45
donor,Netherlands,0.28580193229712153,55292716.0,1999,1998-2002,446898572341.786
donor,Norway,0.47676997209455774,92238378.0,1999,1998-2002,162286003692.686
donor,Portugal,0.010853680431521694,2099809.0,1999,1998-2002,127465545493.28801
donor,Spain,0.41030830462810086,79380361.0,1999,1998-2002,633194118900.49
donor,Sweden,0.6273937810285418,121378837.0,1999,1998-2002,271177018783.888
donor,Switzerland,0.5400561065284828,104482040.0,1999,1998-2002,289912492344.56104
donor,United Kingdom,4.379461007779094,847273116.0,1999,1998-2002,1668270506390.55
donor,United States,41.15513305684631,7962084321.0,1999,1998-2002,9630664202000.0
donor,South Africa,,0.0,1999,1998-2002,136631966609.379
donor,Saudi Arabia,,0.0,1999,1998-2002,161716960000.0
donor,Hungary,,0.0,1999,1998-2002,49170434390.9949
donor,Liechtenstein,,0.0,1999,1998-2002,2664026095.0605803
donor,Iceland,,0.0,1999,1998-2002,8971609106.480509
donor,Lithuania,,0.0,1999,1998-2002,10972878636.1675
donor,Colombia,,0.0,1999,1998-2002,86186158684.7685
donor,Poland,,0.0,1999,1998-2002,169717677900.734
donor,Greece,,0.0,1999,1998-2002,142540728958.023
donor,New Zealand,,0.0,1999,1998-2002,58762260625.8758
donor,Czech Republic,,0.0,1999,1998-2002,64867483193.1315
donor,Thailand,,0.0,1999,1998-2002,126668932159.50801
donor,Romania,,0.0,1999,1998-2002,35952781582.2083
donor,Slovenia,,0.0,1999,1998-2002,22689994990.1121
donor,Brazil,,0.0,1999,1998-2002,599388579985.673
donor,Slovak Republic,,0.0,1999,1998-2002,30415095887.492
donor,Kuwait,,0.0,1999,1998-2002,30121879434.954
donor,Korea,,0.0,1999,1998-2002,485248229336.65295
donor,Qatar,,0.0,1999,1998-2002,12393131868.1319
donor,Estonia,,0.0,1999,1998-2002,5726897998.29642
donor,Monaco,,0.0,1999,1998-2002,2906009307.6651
donor,Ireland,,0.0,1999,1998-2002,98692079266.9934
donor,Chile,,0.0,1999,1998-2002,75173794497.0321
donor,Latvia,,0.0,1999,1998-2002,7533187605.09248
donor,Cyprus,,0.0,1999,1998-2002,10497907227.616
donor,Luxembourg,,0.0,1999,1998-2002,22235929043.2559
donor,United Arab Emirates,,0.0,1999,1998-2002,84445473110.9598
donor,India,,0.0,1999,1998-2002,458820428317.58704
donor,Australia,1.1518291314528037,115957719.0,2000,1998-2002,415222633925.76794
donor,Austria,0.4134575970035595,41623882.0,2000,1998-2002,196799778883.36102
donor,Belgium,0.3212618441387724,32342289.0,2000,1998-2002,237904919845.21802
donor,Canada,3.5452780755224262,356912625.0,2000,1998-2002,742295468318.6321
donor,Denmark,0.37212857670157273,37463179.0,2000,1998-2002,164158800460.219
donor,Finland,0.23751664656036658,23911436.0,2000,1998-2002,125539893126.95801
donor,France,5.23001756594838,526519855.0,2000,1998-2002,1362248940482.77
donor,Germany,3.486378974637013,350983095.0,2000,1998-2002,1949953934033.54
donor,Ireland,0.07923021868109845,7976318.0,2000,1998-2002,99852958356.3663
donor,Italy,0.34644913570156344,34877961.0,2000,1998-2002,1141759996314.72
donor,Japan,13.020537917705838,1310812373.0,2000,1998-2002,4887519660744.86
donor,Liechtenstein,0.0037766752760237344,380208.0,2000,1998-2002,2483953102.79488
donor,Netherlands,1.0562121920307426,106331706.0,2000,1998-2002,416442786069.65204
donor,Norway,1.2686152810385807,127714893.0,2000,1998-2002,171315639982.731
donor,Portugal,0.027198333798509215,2738129.0,2000,1998-2002,118358489957.619
donor,Spain,0.5928547087379797,59684269.0,2000,1998-2002,595402616546.895
donor,Sweden,0.6800742850634693,68464897.0,2000,1998-2002,260158695509.81198
donor,Switzerland,1.2828374819481676,129146680.0,2000,1998-2002,272055499940.786
donor,United Kingdom,7.204135710538088,725259608.0,2000,1998-2002,1648269027084.28
donor,United States,59.68020964751505,6008166308.0,2000,1998-2002,10252345464000.0
donor,South Africa,,0.0,2000,1998-2002,136361854808.496
donor,Saudi Arabia,,0.0,2000,1998-2002,189514926213.333
donor,Hungary,,0.0,2000,1998-2002,47310623887.2319
donor,Iceland,,0.0,2000,1998-2002,9003639475.42485
donor,Lithuania,,0.0,2000,1998-2002,11539211480.3625
donor,Colombia,,0.0,2000,1998-2002,99886577330.7271
donor,Poland,,0.0,2000,1998-2002,171886058765.33
donor,Greece,,0.0,2000,1998-2002,130133845771.144
donor,New Zealand,,0.0,2000,1998-2002,52623281956.7031
donor,Czech Republic,,0.0,2000,1998-2002,61649492816.5201
donor,Thailand,,0.0,2000,1998-2002,126392308497.74901
donor,Romania,,0.0,2000,1998-2002,37253259016.9976
donor,Slovenia,,0.0,2000,1998-2002,20342201356.0052
donor,Brazil,,0.0,2000,1998-2002,655420645476.906
donor,Slovak Republic,,0.0,2000,1998-2002,29114875621.8905
donor,Kuwait,,0.0,2000,1998-2002,37711864406.7797
donor,Korea,,0.0,2000,1998-2002,561633125839.994
donor,Qatar,,0.0,2000,1998-2002,17759890109.8901
donor,Estonia,,0.0,2000,1998-2002,5685774808.80862
donor,Monaco,,0.0,2000,1998-2002,2647883815.57966
donor,Chile,,0.0,2000,1998-2002,77860932151.8471
donor,Latvia,,0.0,2000,1998-2002,7937758980.3012705
donor,Cyprus,,0.0,2000,1998-2002,9985843543.82658
donor,Luxembourg,,0.0,2000,1998-2002,21263514833.2412
donor,United Arab Emirates,,0.0,2000,1998-2002,104337372362.151
